username,author_id,video_desc,video_id,upload_time,duration,was_duet,hashtags,music_artist,music_title,is_verified,author_followers,author_likes,author_hearts,author_video_count,saves,likes,shares,plays,comments
matt,6838675823702623238,1v5 pistol ace #valorant #valorantclips #gaming  #valorantgaming #pcgaming,7118827051238296837,1657481087,14,{'duetFromId': '0'},"['valorantclips', 'gaming', 'valorantgaming', 'pcgaming', 'valorant']",matt,original sound,False,2685,9833,354100,3,19900,353200,4336,2600000,3263
lee || shower stomper,6981230010435585026,kitten pt.2 @ameeviolet 🧐😊 #valorantclips #valorantfunny #foryoupage #twitchclips #fyp #asmr,7036037885904293121,1638205231,105,{'duetFromId': '0'},"['', 'valorantclips', 'valorantfunny', 'foryoupage', 'twitchclips', 'fyp', 'asmr']",lee || shower stomper,original sound,False,2000000,444,65300000,279,15200,353000,1407,1900000,645
Mist,6948819670352086021,Reply to @pipi.kaka.popo #valorant #valorantclips #playvalorant #valoranthighlights #valoranttips #fps #gaming #fy #fypシ #foryou #foryoupage,7084565515636657410,1649503950,22,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'playvalorant', 'valoranthighlights', 'valoranttips', 'fps', 'gaming', 'fy', 'fypシ', 'foryou', 'foryoupage']",Mist,original sound,False,7625,24600,1000000,416,16000,352900,6913,3800000,1322
jiyu,7096680648916239366,TikTok line ups are superior #valorant #valorantfunny #valorantclips #fyp ,7156849300197199110,1666333839,20,{'duetFromId': '0'},"['valorant', 'valorantfunny', 'valorantclips', 'fyp']",The King Khan & BBQ Show,Love You So,False,530500,820,31700000,500,24600,352600,3343,3000000,850
Valorant Guru,7085030439601652742,"WHAT IS TRIGGER DISCIPLINE IN VALORANT? | VALORANT GUIDE | VALORANT GURU  In gaming, trigger discipline is when one holds his/her gunfire while hiding upon seeing an enemy player walk by him/her in order to see if there are more enemies following the first player/catch the enemy off guard. It requires incredible patience and self control to not open fire on the first enemy you see since there could be more behind the first enemy walking in hence the discipline part of the term. #valorantmeme #gaming #valorantedit #vct #valoranttip #valoranttips #valorantclips #valorantclip #valorantmemes #valorantfunny #valorantgaming #valorantguru #valorantph #valorant #valorantlineups #valorantlineup",7184137696498011398,1672687409,29,{'duetFromId': '0'},"['valorantmeme', 'gaming', 'valorantedit', 'vct', 'valoranttip', 'valoranttips', 'valorantclips', 'valorantclip', 'valorantmemes', 'valorantfunny', 'valorantgaming', 'valorantguru', 'valorantph', 'valorant', 'valorantlineups', 'valorantlineup']",Altajmusic,Baby Stop,False,53100,8634,3400000,596,22500,352300,1332,5800000,963
Kaemi,6908623400446919686,links in bio #valorant #valorantclips,7049141752791452934,1641256213,17,{'duetFromId': '0'},"['valorant', 'valorantclips']",💫,lilac,False,738100,568,24600000,342,7347,352300,392,2700000,650
QuarterJade,6725618587480687621,we're both jessica #valorant #valorantclips #quarterjade #kyedae ,7177838124985339179,1671220680,56,{'duetFromId': '0'},"['valorant', 'valorantclips', 'quarterjade', 'kyedae']",QuarterJade,original sound,True,500200,18900,25500000,553,16200,352200,375,2400000,226
viper simp,7052150347146019887,these are adorable🥰 #valorant #valorantclips #valorantpfp,7076833956204743979,1647703806,14,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantpfp']",JVKE,this is what falling in love feels like,False,15600,23700,959000,18,39200,351900,13700,2600000,5032
erenshiro,7011324310188393477,Flights I love u 😭❤️w/ @sarxsa 🐥 #valorant #valorantgaming #valorantclips #fyp #fypシ #foryou #gaming,7125021508103130374,1658923348,47,{'duetFromId': '0'},"['', 'valorant', 'valorantgaming', 'valorantclips', 'fyp', 'fypシ', 'foryou', 'gaming']",erenshiro,original sound,False,452300,2974,19900000,162,26700,351900,1409,1700000,573
ttv/captainmikayla,6711574476759761925,my soul left my body when it happened 🥴💖 #valorantclips #fyp #gamegirl #foryou #valorant #foryoupage #gaming #captainmikayla #girlstreamer #egirl,7028852445140798726,1636532242,17,{'duetFromId': '0'},"['valorantclips', 'fyp', 'gamegirl', 'foryou', 'valorant', 'foryoupage', 'gaming', 'captainmikayla', 'girlstreamer', 'egirl']",ttv/captainmikayla,original sound,False,358600,114200,15700000,4688,15200,351300,4964,2300000,1938
Kaemi,6908623400446919686,They recognized my voice #valorant #valorantclips,7027753481201077510,1636276370,14,{'duetFromId': '0'},"['valorant', 'valorantclips']",💫,lilac,False,738100,568,24600000,342,7037,351200,459,2500000,739
Fauster,6876443269136794629,"This setup, cam included, is courtesy of @kizervevo, though I've made a few tweaks. #cyphersetup #fyp #gaming #valorant #valorantclips #cyphermain #cypher #foryou #valoranttipsandtricks ",7199409683898043690,1676243201,29,{'duetFromId': '0'},"['cyphersetup', 'fyp', 'gaming', 'valorant', 'valorantclips', 'cyphermain', 'cypher', 'foryou', 'valoranttipsandtricks']",user7965427379883,original sound,False,84800,4077,5100000,867,56500,350700,6077,2300000,800
Neon,6729289257284076550,Let Me Do It For You #fyp #valorantclips #creative #viral #funny,7190384513296518405,1674141949,12,{'duetFromId': '0'},"['fyp', 'valorantclips', 'creative', 'viral', 'funny']",Neon,original sound - Neon,False,20300,91200,2200000,503,23000,350500,6939,2100000,1273
Blitz App,6945207372869551109,Omen Players need to get on this 👆 #gaming #valorant #valorantclips #competitivegaming #gamingontiktok #valoranttips #valorantmoment #valo ,7246193210794446123,1687135839,19,{'duetFromId': '0'},"['gaming', 'valorant', 'valorantclips', 'competitivegaming', 'gamingontiktok', 'valoranttips', 'valorantmoment', 'valo']",Blitz App,original sound,True,5664,3,486400,18,40500,350400,7353,4200000,1178
octo_fps,7163574828191908906,#valoranttips #valorantgaming #valorantclips #valorant ,7192618876130102570,1674662110,10,{'duetFromId': '0'},"['valoranttips', 'valorantgaming', 'valorantclips', 'valorant']",octo_fps,original sound,False,2278,7,670100,70,18400,349900,10300,2500000,1792
Blue 💎,6760847562339124229,#valorant #valorantclips #sova #valorantfunny sova dodged my knife,7114101989339827458,1656380954,6,{'duetFromId': '0'},"['valorant', 'valorantclips', 'sova', 'valorantfunny']",Blue 💎,original sound - Dan,False,2055,456,578500,68,24200,349800,16000,2400000,3955
Valorant,6988226127273837574,Sova down bad bro 😭 #valorant #valorantclips #valorantgaming,7132766199015820549,1660726549,17,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming']",Modernmadeit,Arabic Nokia,False,380300,2643,68700000,908,17900,349300,4826,2600000,2001
jettdaddy on twitch,6987085960450343942,when you almost forget to age check @sagemommy #valorant #valorantclips #jettvalorant #jettdaddy #valorantedaters ,7134170131797789958,1661053434,20,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'jettvalorant', 'jettdaddy', 'valorantedaters']",jettdaddy on twitch,original sound,False,246500,762,7700000,100,20000,348600,1680,1800000,477
Chansy,6766912367949202434,Opera makes it instantly 10000x better #valorant #gaming #foryou #foryoupage #fyp #valorantclips #valorantph #jett,7021826114460896538,1634896294,32,{'duetFromId': '0'},"['valorant', 'gaming', 'foryou', 'foryoupage', 'fyp', 'valorantclips', 'valorantph', 'jett']",snedgie,Yeet Opera Snedger,False,3209,15700,352500,6,15500,348300,10400,2200000,1875
Spicyuuu🌶,6937397730386887682,I really thought they would 😭 PLEASE #valorant #valorantclips ,7185798166409710849,1673074023,9,{'duetFromId': '0'},"['valorant', 'valorantclips']",Spicyuuu🌶,original sound - Spicyuuu🌶,False,1000000,628,26400000,377,24000,347900,1623,3100000,1086
Piero Adragna,101636533392220160,Gekko!? 😳  #valorant #valorantclips #valorantfunny #valorantgekko #valorantgekkogameplay #gaming #gamingmemes #affable #affablegames #foryou #fyp #foryoupage,7208684920816799019,1678402759,7,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny', 'valorantgekko', 'valorantgekkogameplay', 'gaming', 'gamingmemes', 'affable', 'affablegames', 'foryou', 'fyp', 'foryoupage']",Ice Spice,In Ha Mood,False,2260,97500,398800,191,31300,347800,16600,2000000,3906
Mashiiroo,6750389166821983238,Ehh?  #valorant #valorantclips #valorantphilippines #valorantph,7076075231135272219,1647527151,18,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantphilippines', 'valorantph']",Mashiiroo,original sound,False,4868,2164,421400,22,14600,347700,9788,2300000,3176
lee || shower stomper,6981230010435585026,X to doubt 🥲😳 #twitchclips #valorantfunny #foryoupage #valorantclips #fyp #twitchclips #japan,7039743109609164033,1639067920,65,{'duetFromId': '0'},"['twitchclips', 'valorantfunny', 'foryoupage', 'valorantclips', 'fyp', 'twitchclips', 'japan']",lee || shower stomper,original sound,False,2000000,444,65300000,279,17100,347500,3439,1800000,927
FNATIC,6709090992655909893,Do not touch 💅 #kpop #valorant #valorantclips #valorantvct #twice ,7269535656072842529,1692570677,10,{'duetFromId': '0'},"['kpop', 'valorant', 'valorantclips', 'valorantvct', 'twice']",FNATIC,original sound,True,628200,1116,23600000,461,20400,347500,7441,2100000,1339
Trazzy.k,6808254567387350017,✌️ #valorant #valo #valorantclips,7217154970641059074,1680375120,9,{'duetFromId': '0'},"['valorant', 'valo', 'valorantclips']",Trazzy.k,original sound - Trazzy.k,False,847,4382,347200,5,29100,347100,10200,1600000,7691
jawhn,6855116877392331781,W dad? #valorant #valorantclips,6987467197899754758,1626896489,12,{'duetFromId': '0'},"['valorant', 'valorantclips']",jawhn,original sound,False,216500,2949,7200000,261,11700,347100,2038,2400000,1296
Valorant Yahya,7198211545088082949,What an experience 😂 (Via @achilles.) #valorant #valorantgaming #valorantclip #valorantclips #valorantmemes #sage #xyzbca #fyp ,7245091563007642907,1686879346,30,{'duetFromId': '0'},"['', 'valorant', 'valorantgaming', 'valorantclip', 'valorantclips', 'valorantmemes', 'sage', 'xyzbca', 'fyp']",DDG,I'm Geekin (Slowed Down),False,48900,2371,10100000,1200,27200,346800,9613,2800000,2990
DJamesG,6812650509795935237,TWINS👬🏻. #valorant #valorantclips #twitchclip #valorantclip #fyp #parati #twitchespaña #valorantgaming #valorantfunny #highlights #twitchstreamer #twitchclips #valorantmemes ,7203414840310811909,1677175717,57,{'duetFromId': '0'},"['valorant', 'valorantclips', 'twitchclip', 'valorantclip', 'fyp', 'parati', 'twitchespaña', 'valorantgaming', 'valorantfunny', 'highlights', 'twitchstreamer', 'twitchclips', 'valorantmemes']",DJamesG,sonido original,False,560600,129,15800000,103,42100,346700,4304,2000000,544
moxeeee,7002747892323632134,OLA #valorant #valorantchile #valorantclips #valorantfunny,7250661804731354374,1688176395,75,{'duetFromId': '0'},"['valorant', 'valorantchile', 'valorantclips', 'valorantfunny']",moxeeee,sonido original - moxeeee,False,19700,6025,1500000,96,28300,345600,3857,1800000,1200
Valorant Videos,6842622751414338566,That escalated quickly 💀 (via @senkozu) #valorant #valorantclips #valorantgaming,7202231168337530113,1676900292,16,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'valorantgaming']",Valorant Videos,original sound - Valorant Videos,False,909800,1463,87800000,1839,28600,345200,6893,2100000,1532
jiyu,7096680648916239366,whatchu doing step bro #valorant #valorantfunny #valorantclips #fyp ,7144210882233519366,1663391241,9,{'duetFromId': '0'},"['valorant', 'valorantfunny', 'valorantclips', 'fyp']",TheFatRat,Xenogenesis,False,530500,820,31700000,500,41600,345000,9852,2600000,1012
Valorant,6988226127273837574,Would you try it? 😤 (via @Ur stepkuya) #valorant #valorantclips #valorantlanding ,7219324141696994566,1680879890,17,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'valorantlanding']",Funny Song Studio & Sounds Reel,Funny Song,False,380300,2643,68700000,908,24000,344900,579,2300000,460
Grace Van Dien,6748649743787951109,my teammates are the best teammates @Lily #tarik #disguisedtoast #lilysbf #foryou #fyp #foryoupage #valorant #valorantclips #valorantace #twitch,7112315906226703662,1655965095,26,{'duetFromId': '0'},"['', 'tarik', 'disguisedtoast', 'lilysbf', 'foryou', 'fyp', 'foryoupage', 'valorant', 'valorantclips', 'valorantace', 'twitch']",Grace Van Dien,original sound,True,3900000,197,40100000,40,16600,344900,3449,5300000,3992
THE BOYS,6717126646133048321,GG #valorant #valorantclip #valorantclips #valorantfunny,7127973051261603098,1659610558,9,{'duetFromId': '0'},"['valorant', 'valorantclip', 'valorantclips', 'valorantfunny']",Christopher Lennertz,Homelander in Hallway,False,125000,1587,7700000,284,19300,344800,8585,3600000,2007
OMEN IRL,7076723529311618050,I am just a mere blacksmith🤠#FYP #foryoupage #valorant #valorantclips #valorantfunny,7176903489673579777,1671003264,16,{'duetFromId': '0'},"['fyp', 'foryoupage', 'valorant', 'valorantclips', 'valorantfunny']",OMEN IRL,original sound - OMENIRL,False,720200,483,30600000,410,47300,344500,679,2200000,705
Valorant Videos,6842622751414338566,Valorant is just a flashing simulator 🤧 #valorant #valorantgaming #valorantclips #valorantph,7021357051737574658,1634787085,36,{'duetFromId': '0'},"['valorant', 'valorantgaming', 'valorantclips', 'valorantph']",Valorant Videos,original sound,False,909800,1463,87800000,1839,11500,344100,16000,2600000,2657
Esports Driven,7008170700645352453,Don't Worry Cypher Got This by JayceHQ #valorant #valorantclips #valorantgaming #valoranttips #valorantclip #valorantfunny #valorantph #valoranttricks,7134861878366342405,1661299200,12,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'valoranttips', 'valorantclip', 'valorantfunny', 'valorantph', 'valoranttricks']",Esports Driven,original sound,False,68600,56,5600000,627,22900,343500,7737,1700000,1428
ViiZzzm,6841172803603219462,#twitch: ViiZzzm #reflexion #insulto #toxico #bulling #ban #superacion #sad #triste #valorantclips #valorant #comunidad #viral #twitchespaña #foryou,7164028131135933701,1668005286,66,{'duetFromId': '0'},"['twitch', 'reflexion', 'insulto', 'toxico', 'bulling', 'ban', 'superacion', 'sad', 'triste', 'valorantclips', 'valorant', 'comunidad', 'viral', 'twitchespaña', 'foryou']",ViiZzzm,sonido original,False,975500,5322,39400000,934,16100,343500,1175,2300000,1731
saiitotiktok,7131919120635200517,ese chamber #valorant #valorantclips #valorantfunny,7144108461129731334,1663367374,26,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny']",saiitotiktok,sonido original,False,1193,3783,343600,7,19600,343400,5917,2200000,754
lee || shower stomper,6981230010435585026,How to gatekeep your crush. 🤭 #valorant #valorantfunny #valorantclips #gaming #anime #fyp #foryou #foryoupage ,7173670561976012034,1670250344,32,{'duetFromId': '0'},"['valorant', 'valorantfunny', 'valorantclips', 'gaming', 'anime', 'fyp', 'foryou', 'foryoupage']",lee || shower stomper,original sound,False,2000000,444,65300000,279,29800,343400,1187,2300000,630
paige,7093301219904668715,unspoken rizz #valorant #val #valorantfunny #valorantclips #valclips #gaming #gamer #gamergirl #egirl,7204203856446623018,1677359431,44,{'duetFromId': '0'},"['valorant', 'val', 'valorantfunny', 'valorantclips', 'valclips', 'gaming', 'gamer', 'gamergirl', 'egirl']",PinkPantheress & Ice Spice,Boy's a liar Pt. 2,False,21900,8197,1000000,49,32300,343400,1361,2000000,1019
erenshiro,7011324310188393477,I'm living in his fyp 😎 #valorant #valorantclips #valorantgaming #foryou #fyp #gaming ,7147683678200679686,1664199799,47,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'foryou', 'fyp', 'gaming']",erenshiro,original sound,False,452300,2974,19900000,162,21200,343100,1382,1800000,756
Mr Dignity,7068723168541754411,"A lobby of disappointed deep voice men, I'm in heaven 😩 #valorant #valorantclips #videogames",7171149712937045290,1669663432,27,{'duetFromId': '0'},"['valorant', 'valorantclips', 'videogames']",Mr Dignity,original sound,False,444100,10400,15600000,110,38700,343100,2812,1900000,1143
RossVox,6827821692737668102,NIGHT MARKET!! #valorant #nightmarket #riotgames #leafueoflegends #valorantclips #videogames #meme ,7180113599610834181,1671750478,50,{'duetFromId': '0'},"['valorant', 'nightmarket', 'riotgames', 'leafueoflegends', 'valorantclips', 'videogames', 'meme']",Tana,Hym,False,7381,39300,446400,170,22100,342800,866,2900000,777
BajiFPS,6886907808039846918,We all have that one friend who rages so much in Valorant 😂 #valorant #that1guardianguy #gaming #gamer #valorantclips #gamers #trend,7146443779111800069,1663911114,8,{'duetFromId': '0'},"['valorant', 'that1guardianguy', 'gaming', 'gamer', 'valorantclips', 'gamers', 'trend']",BajiFPS,original sound,False,106800,7987,17300000,978,52100,342800,14000,2500000,8173
Kyedae,6912265858970665989,that's my duo #valorant #valorantclips #kyedae #tenz ,7194478799403142405,1675095134,18,{'duetFromId': '0'},"['valorant', 'valorantclips', 'kyedae', 'tenz']",Kyedae,original sound,True,2200000,61100,85100000,516,12700,342500,1619,3100000,725
PacoMgShark,6827206169434981382,🦈 - #valorant #valorantclips #valorantgaming #valorantph #valorantfunny #gaming #fyp ,7142993606071258414,1663107807,63,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'valorantph', 'valorantfunny', 'gaming', 'fyp']",Head Splitter,VALORANT - Theme Remake,False,393200,13800,4800000,98,24600,342100,34300,4800000,8096
Oʀᴘʜᴇᴜs (Cʀɪsᴛᴀɴ?),6981758476578784282,Replying to @orpheus.cristan08 insane clips pt. 79 #fyp #valorant #xyzbca #foryou #valorantclips #valorantfunny #valorantmemes #foryoupage #orpheuscristan #cristanjeff #cristanjeffbalabis #val #valo ,7218122632837778694,1680600142,42,{'duetFromId': '0'},"['', 'fyp', 'valorant', 'xyzbca', 'foryou', 'valorantclips', 'valorantfunny', 'valorantmemes', 'foryoupage', 'orpheuscristan', 'cristanjeff', 'cristanjeffbalabis', 'val', 'valo']",Oʀᴘʜᴇᴜs (Cʀɪsᴛᴀɴ?),insane valorant clips,False,179700,47200,16300000,357,33500,341800,4024,2600000,971
Evan,6804279622982714374,Radiant plays 😮 #valorant #valorantclips #valorantgaming #brimstone #gaming #lol,6965694696848903430,1621827186,14,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'brimstone', 'gaming', 'lol']",Ro Ransom,Wraith (Y2K Remix),False,203300,2774,14000000,274,10200,341600,13100,2600000,2525
lee || shower stomper,6981230010435585026,unrated with my boys in tokyo ft. 🐨🦘 #japan #fyp #valorantclips #foryoupage #valorantfunny #twitchclips,7042304313674321154,1639664247,94,{'duetFromId': '0'},"['japan', 'fyp', 'valorantclips', 'foryoupage', 'valorantfunny', 'twitchclips']",lee || shower stomper,original sound,False,2000000,444,65300000,279,13600,341400,3669,1900000,1060
i3yar,6974462430479565826,"Catch me if you can , im the decoy 😂🤣 enjoy 🧡✌🏻😂 #valorant #valorantclips #valorantmoments #valorantgaming #فالورانت #fyp #foryou #foryoupage #yoru",7116979211268607233,1657050857,67,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantmoments', 'valorantgaming', 'فالورانت', 'fyp', 'foryou', 'foryoupage', 'yoru']",i3yar,original sound,False,28100,27400,1900000,79,21300,341400,7399,2100000,1232
Evan,6804279622982714374,Tokyo servers > Na servers #valorant #valorantclips #gamergirl #gaming,7047149650943560966,1640792390,50,{'duetFromId': '0'},"['valorant', 'valorantclips', 'gamergirl', 'gaming']",Evan,original sound,False,203300,2774,14000000,274,11100,341300,1899,2200000,2171
KP2202,6820879909830968325,I know i just uploded this but got a triple kill this time 😳#valorant #valorantclips #lineups #sova #fyp,7111228373736721670,1655711890,19,{'duetFromId': '0'},"['valorant', 'valorantclips', 'lineups', 'sova', 'fyp']",KP2202,original sound,False,5090,1602,600900,38,24300,340900,2923,2500000,656
BEZZY,6921775566284096517,Let’s see what rank I can get with only a Bucky…. #valorant #valorantclips #gaming #gamingclips #fyp #foryou,7131828066736672006,1660508123,43,{'duetFromId': '0'},"['valorant', 'valorantclips', 'gaming', 'gamingclips', 'fyp', 'foryou']",La Caution,Thé à la menthe (The Lazer Dance Version),False,15000,440,1000000,202,20500,340900,5274,3100000,2733
Moni •,7235639539913786394,Purple outline gang rise (all are good tho tbh) #valorantclips #valorantfunny #valorantmemes #foryoupage ,7237440407322316059,1685097916,9,{'duetFromId': '0'},"['valorantclips', 'valorantfunny', 'valorantmemes', 'foryoupage']",Sadu,оригинальный звук,False,1383,173,353400,8,27400,340700,3285,1700000,3214
Esports Driven,7008170700645352453,Smoothest Raze Entry Ever #valorant #valorantclips #valorantgaming #valoranttips #valorantclip #valorantfunny #valorantph #valoranttricks,7135979365438967046,1661522400,19,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'valoranttips', 'valorantclip', 'valorantfunny', 'valorantph', 'valoranttricks']",Esports Driven,original sound,False,68600,56,5600000,627,14900,340400,7547,4200000,2522
Lu,97139337934278656,"someone who can read sheet music, please duet this :) #playnowworklater #valorant #sheetmusic #music #valorantclips",7113054986950528261,1656137185,9,{'duetFromId': '0'},"['playnowworklater', 'valorant', 'sheetmusic', 'music', 'valorantclips']",VANO 3000 & BADBADNOTGOOD & Samuel T. Herring,Running Away,False,59300,56400,2800000,208,17000,340400,898,4400000,1822
roro 🌺,6950731702855746566,this is what happens #fyp #foryoupage #ohyumeka #girlgamer #streamer #valorantgaming #valorant #valorantfunny #valorantclips #ohfamilygaming,7040171967692934447,1639167772,21,{'duetFromId': '0'},"['fyp', 'foryoupage', 'ohyumeka', 'girlgamer', 'streamer', 'valorantgaming', 'valorant', 'valorantfunny', 'valorantclips', 'ohfamilygaming']",El Alfa & Cj & Chael Produciendo,La Mamá de la Mamá (feat. El Cherry Scom),False,24900,28800,2100000,439,25900,340200,3528,1300000,1316
goonwoon,7029608871472432130,it’s been a while :D #valorant #riot #fyp #gaming #valorantok #valorantclips #gamingtok #clutch #viper #viperlineups ,7156525564000587010,1666258468,65,{'duetFromId': '0'},"['valorant', 'riot', 'fyp', 'gaming', 'valorantok', 'valorantclips', 'gamingtok', 'clutch', 'viper', 'viperlineups']",goonwoon,original sound,False,5351,599,488100,16,51300,340200,4461,2100000,1009
blakerayhart,6890821634133066758,This brimstone was so upset lmaoooo #valorant #valorantclips #fade #lineups #gaming ,7142200217192893739,1662923076,10,{'duetFromId': '0'},"['valorant', 'valorantclips', 'fade', 'lineups', 'gaming']",BLACKPINK,Pink Venom,False,7284,5187,819900,50,34800,340100,7091,2900000,807
DivineSpecter,6559574462806753285,Time to hop on trends? 👀🏹 #valorantclips #humor #valorant #sova #twitchstreamer,7092528306918067499,1651357931,8,{'duetFromId': '0'},"['valorantclips', 'humor', 'valorant', 'sova', 'twitchstreamer']",Diego_yahel14032,utiliza el audio y tendrás Miles de visitas,False,15000,41400,955000,72,17000,339600,6029,2400000,2093
PersephoneVAL,7077973969903780869,...Na servers.. british german.. #Xyzbca #Fyp #Valorant #valorantclips,7122099890771070214,1658243106,18,{'duetFromId': '0'},"['xyzbca', 'fyp', 'valorant', 'valorantclips']",Domiziana,"Ohne Benzin (1,1x Speed Version)",False,35100,36600,1200000,54,27700,339600,1838,2400000,2728
THE BOYS,6717126646133048321,Highlights Cypher ตึงๆ#cypher #valorantcypher #valorantclip #valorantclips,7097871042231717146,1652601884,60,{'duetFromId': '0'},"['cypher', 'valorantcypher', 'valorantclip', 'valorantclips']",Ghostface Playa,Swaggin' at the Partment,False,125000,1587,7700000,284,19500,339600,2985,3900000,875
pokimane,6698376524230722565,180 mood swings over 180 flicks 💀 #xqc #valorantclips #twitchclips,7013137378197916934,1632873291,36,{'duetFromId': '0'},"['xqc', 'valorantclips', 'twitchclips']",pokimane,original sound,True,6700000,2822,99100000,148,8763,339100,1972,2500000,775
😻10SIDE😻,7064857340712993797,pov: Michael Omen #valorant #valorantheadshot #valorantedit #valorantclip #valorantgaming #valorantclips #valorantmemes #valorantfunny #valorantcrosshairplacement #valorantdiamond #valorantreyna #ukraine,7184425593507990790,1672754440,29,{'duetFromId': '0'},"['valorant', 'valorantheadshot', 'valorantedit', 'valorantclip', 'valorantgaming', 'valorantclips', 'valorantmemes', 'valorantfunny', 'valorantcrosshairplacement', 'valorantdiamond', 'valorantreyna', 'ukraine']",😻10SIDE😻,оригінальний звук,False,2630,644,468700,58,19400,339000,5606,2500000,828
lee || shower stomper,6981230010435585026,yandere enoki monkaW 😰💀😈 @eno3317 #valorant #valorantfunny #valorantclips #australia #anime #fyp #fy #japan,7082201853613575426,1648953620,40,{'duetFromId': '0'},"['', 'valorant', 'valorantfunny', 'valorantclips', 'australia', 'anime', 'fyp', 'fy', 'japan']",lee || shower stomper,original sound,False,2000000,444,65300000,279,15300,339000,1806,2400000,1610
lee || shower stomper,6981230010435585026,tokyo server bestfriends 🥺😳😰 #japan #fyp #valorantclips #foryoupage #valorantfunny #twitchclips #valorant,7044924726636023041,1640274359,42,{'duetFromId': '0'},"['japan', 'fyp', 'valorantclips', 'foryoupage', 'valorantfunny', 'twitchclips', 'valorant']",lee || shower stomper,original sound,False,2000000,444,65300000,279,17600,339000,2547,1700000,854
phonssyy,6920541559684170753,getting that sinatraa buff 😩 #valorant #fypシ #valorantmalaysia #fyp #valorantclips,7043367007143709954,1639911674,21,{'duetFromId': '0'},"['valorant', 'fypシ', 'valorantmalaysia', 'fyp', 'valorantclips']",vic/ i repost a ton so yea !,original sound,False,5284,1167,571700,164,26100,338600,8821,3100000,819
Valorant,6988226127273837574,I wish my lobbies were like this 😭 (via @Noctis) #valorant #valorantclips #valorantgaming ,7211084284201913605,1678961400,46,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'valorantgaming']",Funny Song Studio & Sounds Reel,Funny Song,False,380300,2643,68700000,908,23200,338700,3197,3500000,1039
deenval,6845347798390604806,Valorant 2000iq play #valorant #valorantclips #valorantgaming #valorantfunny #valtok ,7187086239999200517,1673373919,25,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'valorantfunny', 'valtok']",deenval,original sound,False,27900,21700,2900000,1248,14700,338400,900,2700000,818
Isshiki,7039330916951000066,Posting valorant edit until I get Riot Gun Buddy #valorant #valorantedit #valorantgaming #valorantclips #isshiki_val #fyp #fypシ,7233028229198548226,1684070768,30,{'duetFromId': '0'},"['valorant', 'valorantedit', 'valorantgaming', 'valorantclips', 'isshiki_val', 'fyp', 'fypシ']",Isshiki,original sound - Isshiki,False,146200,1584,4700000,132,42000,338400,8378,2200000,3914
Rob Cee,6913019333195318277,Pretty much how I met my first duo in Valorant #valorant #valorantclips #valorantfunny #valorantmemes  #valorantgaming #sagevalorant #gaming #fypシ,7045022057184660783,1640297021,44,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny', 'valorantmemes', 'valorantgaming', 'sagevalorant', 'gaming', 'fypシ']",abby,original sound,False,40600,21900,3900000,305,13000,338400,3798,2400000,1292
TenZ,6797421012884620294,one day he will get nerfed #valorant #valorantclips #tenz ,7148417513804631338,1664370685,18,{'duetFromId': '0'},"['valorant', 'valorantclips', 'tenz']",TenZ,original sound,True,1800000,5117,51100000,477,9433,337700,1439,3900000,1446
NYXL Valorant,6780025218822013957,Viper is S tier on icebox #valorant #xyzbca #valorantclips #andbox #gaming,7056529097211514118,1642976213,67,{'duetFromId': '0'},"['valorant', 'xyzbca', 'valorantclips', 'andbox', 'gaming']",NYXL Valorant,original sound,True,191000,280,13100000,847,28600,337600,7383,2600000,1807
Isshiki,7039330916951000066,Am I late for the trend ? ib: @xodivorce #valorant #valorantedit #valorantgaming #valorantclips #isshiki_val #fyp #fypシ,7223783474010901761,1681918172,21,{'duetFromId': '0'},"['', 'valorant', 'valorantedit', 'valorantgaming', 'valorantclips', 'isshiki_val', 'fyp', 'fypシ']",Isshiki,original sound - Isshiki,False,146200,1584,4700000,132,40600,337300,7003,2400000,2279
