username,author_id,video_desc,video_id,upload_time,duration,was_duet,hashtags,music_artist,music_title,is_verified,author_followers,author_likes,author_hearts,author_video_count,saves,likes,shares,plays,comments
NRG,6622351164002828294,there was a hole in the road 💀 #react #illusion #gaming #valorant,7178325621238631726,1671334427,39,{'duetFromId': '0'},"['react', 'illusion', 'gaming', 'valorant']",NRG,original sound - NRG,True,3300000,505,83200000,1184,593200,7400000,95000,52200000,25900
Eva 🦋,6669507295225888773,let’s try this again🥲 #viper #vipercosplay #valorant FAKE PROP,7067556652878171398,1645543765,7,{'duetFromId': '0'},"['viper', 'vipercosplay', 'valorant']",𝚈𝚊𝚜𝚜𝚎𝚛 || بن سويلم 📸,Panda Transition,True,3500000,126400,136000000,1146,160300,4900000,39000,29700000,24000
Steve,6922340093764355078,People always talk about how Gamer girls stay muted in games. It's the other way around. #Valorant #egirl #discord #gamergirl #valorantclip#foryou,6976423244316298502,1624325118,40,{'duetFromId': '0'},"['valorant', 'egirl', 'discord', 'gamergirl', 'valorantclip', 'foryou']",Steve,original sound,False,262100,699,5100000,22,200100,4200000,59300,23400000,60800
lindy 🐇,6806052106169762821,"ty @doppey_ for holding me accountable, ty @syl00n for being my having the best laugh ever- this is the best clip #valorant #galorant #valorantclips",6986450128961834245,1626659685,40,{'duetFromId': '0'},"['', '', 'valorant', 'galorant', 'valorantclips']",DJ Facemask,Kimi No Toriko Best Loop,False,137700,5176,3800000,20,269800,3600000,65900,13700000,14800
Twitch | dagam3z,6825053579990483973,#fyp #foryou #gaming #setupgaming #fortnite #rocketleague #callofduty #valorant #viral,7037631210146843950,1638577403,15,{'duetFromId': '0'},"['fyp', 'foryou', 'gaming', 'setupgaming', 'fortnite', 'rocketleague', 'callofduty', 'valorant', 'viral']",Twitch | dagam3z,original sound,False,392900,69200,10800000,435,80200,3200000,35900,27400000,19800
jiyu,7096680648916239366,Queens Gamjett #valorant #valorantclips #valorantfunny #funnymoments #fyp #foryou ,7186796895283465478,1673306550,15,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny', 'funnymoments', 'fyp', 'foryou']",The King Khan & BBQ Show,Love You So,False,530500,820,31700000,500,428700,3100000,77200,22000000,13200
ViiZzzm,6841172803603219462,#twitch: ViiZzzm #mondongo #humillacion #troll #ban #twitchclips #chattroll #twitchespaña #humor #viral #comunidad #valorant #enfado #foryou #parati,7156959503026539781,1666359495,56,{'duetFromId': '0'},"['twitch', 'mondongo', 'humillacion', 'troll', 'ban', 'twitchclips', 'chattroll', 'twitchespaña', 'humor', 'viral', 'comunidad', 'valorant', 'enfado', 'foryou', 'parati']",ViiZzzm,sonido original,False,975500,5322,39400000,934,275900,3000000,33100,17100000,5573
Sisca Kohl,6554544028540108802,Killjoy mengikuti trend #fyp #valorant @valorantid,7091550255220542746,1651130213,8,{'duetFromId': '0'},"['', 'fyp', 'valorant']",DRIVER MUDA,Party Coy ,True,18700000,8544,483100000,599,35700,2900000,11500,35400000,24400
joecean,6976310587279492102,#kyedae #tenz #valorant #couple #gamer #game #gaming #fps #sentinels #100thieves #DoritosDareToBeBurned #cute #rice #asian #japanese #vietnamese #food #cook #chef #cuisine #restaurant #boyfriend #girlfriend #boy #girl #twitch #live #fyp #foryou #foryoupage #foryourpage ,7133395167934991659,1660872990,23,{'duetFromId': '0'},"['kyedae', 'tenz', 'valorant', 'couple', 'gamer', 'game', 'gaming', 'fps', 'sentinels', '100thieves', 'doritosdaretobeburned', 'cute', 'rice', 'asian', 'japanese', 'vietnamese', 'food', 'cook', 'chef', 'cuisine', 'restaurant', 'boyfriend', 'girlfriend', 'boy', 'girl', 'twitch', 'live', 'fyp', 'foryou', 'foryoupage', 'foryourpage']",joecean,original sound,False,47800,1897,9100000,233,164300,2900000,12600,19400000,7097
OscarEksde,7125841508335174662,Silly kittens dancing #valorant #kitten #setup #gamingseup #oscareksde ,7260353536989367579,1690432823,13,{'duetFromId': '0'},"['valorant', 'kitten', 'setup', 'gamingseup', 'oscareksde']",Fran,original sound,False,50800,4257,3300000,18,360100,2600000,89900,10500000,31900
Sisca Kohl,6554544028540108802,Immortal ni bos senggol dong @valorantid #valorant #fyp,7076730385589177626,1647679691,37,{'duetFromId': '0'},"['', 'valorant', 'fyp']",VTORNIK,Money Rain - Phonk Remix,True,18700000,8544,483100000,599,33800,2600000,15800,26000000,32200
Lilspoonie,6961954745711952901,Longer version #valorant #toxicmasculinity  #gamergirl #fyp #valorantfunny #funny,7037198130848337158,1638475371,30,{'duetFromId': '0'},"['valorant', 'toxicmasculinity', 'gamergirl', 'fyp', 'valorantfunny', 'funny']",Lilspoonie,Weetabix,False,204900,25900,3500000,77,156500,2600000,59300,14200000,23000
Viq Galiano,6643797798422806529,Acaso hago los mejores regalos? #parati #fyp #gaming #setupgaming #valorant #parejasgoals #logitech #compragamer #gamercouple #gamingsetup #couplesetup ,7190907235147582726,1674263569,95,{'duetFromId': '0'},"['parati', 'fyp', 'gaming', 'setupgaming', 'valorant', 'parejasgoals', 'logitech', 'compragamer', 'gamercouple', 'gamingsetup', 'couplesetup']",C. Tangana,Demasiadas Mujeres,False,155900,17400,3000000,122,201200,2500000,40600,17700000,40500
Kyedae,6912265858970665989,Oh... #gaming #gamingontiktok #funnymoments #valorant #twitch #youtube,7004035679327931654,1630754137,13,{'duetFromId': '0'},"['gaming', 'gamingontiktok', 'funnymoments', 'valorant', 'twitch', 'youtube']",Kyedae,original sound,True,2200000,61100,85100000,516,74500,2400000,6610,16600000,3534
TKay 😈,6922188598183887874,i thought this looked nice #valorant #edit #valorantclips #valorantedit #gaming,7052695639599090946,1642083666,22,{'duetFromId': '0'},"['valorant', 'edit', 'valorantclips', 'valorantedit', 'gaming']",TKay 😈,original sound,False,61300,42300,3300000,12,105900,2300000,41200,18900000,12800
Alexandria,6615631698536120325,Meow! #valorant #funnyvalorantclips #fyp #twitch #streamer #twitchstreamer #riotgames #riot #funnygamingclips #funnyvalorantclips ,7138051866428017926,1661957215,70,{'duetFromId': '0'},"['valorant', 'funnyvalorantclips', 'fyp', 'twitch', 'streamer', 'twitchstreamer', 'riotgames', 'riot', 'funnygamingclips', 'funnyvalorantclips']",Alexandria,original sound,False,708400,20300,11200000,237,353600,2200000,40000,11500000,18400
willius,6904997481626960902,All sages are the same 😔 #valorant #pocketsage #valorantaccent,7080617702548639019,1648584778,41,{'duetFromId': '0'},"['valorant', 'pocketsage', 'valorantaccent']",willius,original sound,False,689600,1413,21800000,155,78500,2200000,91400,13100000,24200
willius,6904997481626960902,Police actually be throwing smh #valorantaccent #sinatraa #valorant,7083226471472319790,1649192179,48,{'duetFromId': '0'},"['valorantaccent', 'sinatraa', 'valorant']",willius,original sound,False,689600,1413,21800000,155,77100,2100000,63400,12800000,18000
Payko,6793321421004375046,she thought #foryou #valorant #val #valorantclip #valorantph,7054882615790275886,1642592865,38,{'duetFromId': '0'},"['foryou', 'valorant', 'val', 'valorantclip', 'valorantph']",Payko,original sound,False,171100,5278,12500000,243,70800,2100000,18100,13600000,14500
Pottekes,7058298060719621126,singing for strangers to overcome my stage fright part 3 #fyp #foryou #singing #guitar #valorant #valorantclips #voicechat,7103878526734044422,1654000615,115,{'duetFromId': '0'},"['fyp', 'foryou', 'singing', 'guitar', 'valorant', 'valorantclips', 'voicechat']",Pottekes,original sound,False,462800,542,7600000,173,239500,2100000,12700,11600000,15400
erenshiro,7011324310188393477,I called it out 🫡 #valorant #valorantgaming #valorantclips #fyp #fypシ #foryou #gaming,7115033189525048582,1656597761,37,{'duetFromId': '0'},"['valorant', 'valorantgaming', 'valorantclips', 'fyp', 'fypシ', 'foryou', 'gaming']",erenshiro,original sound,False,452300,2974,19900000,162,166600,2100000,15000,12300000,5542
GeraldLongbottom,6961823351032857606,I cant stop laughing #csgo #valorant #twitch #xqc #twitchclips ,7132382946761166122,1660637325,30,{'duetFromId': '0'},"['csgo', 'valorant', 'twitch', 'xqc', 'twitchclips']",GeraldLongbottom,original sound,False,36400,678,5900000,160,209300,2000000,28100,12200000,5225
gamer,6810034969890735109,Damn that movement tho 🤣 @Overtime Money #gamer #gaming #gamelancer #fortnite #valorant #blowthisup #gamingmemes #gamingsetup #foryou #mouse #cod,7011607439430667526,1632517074,14,{'duetFromId': '0'},"['', 'gamer', 'gaming', 'gamelancer', 'fortnite', 'valorant', 'blowthisup', 'gamingmemes', 'gamingsetup', 'foryou', 'mouse', 'cod']",Michael Prizzi,original sound,True,6600000,4847,261000000,4522,75200,2000000,64500,14300000,21300
"""LifelessAnton"" on Twitch",7019693762695988229,“how many EGIRLS do you have..? 👀😳 #valorant #valorantclips #valorantfunny,7118069541850057989,1657304716,56,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny']","""LifelessAnton"" on Twitch",original sound,False,777600,1235,18100000,160,231100,1900000,24600,10500000,14000
HyperCYPH3R,6736586054617072645,Reply to @tony2toess  practice makes perfect! #aimlabs #csgo #csgofunny #valorant #foryou #fyp #viral #gaming,7107014285242682670,1654730711,9,{'duetFromId': '0'},"['', 'aimlabs', 'csgo', 'csgofunny', 'valorant', 'foryou', 'fyp', 'viral', 'gaming']",The King Khan & BBQ Show,Love You So,False,46000,7791,3200000,102,96400,1900000,57000,25900000,7222
HapticDads Shop,6745545065613427717,Reply to @snapy_btw #valorant #riotgames #PerfectAsWeAre #customkeyboard #comment #diy #art #viral #paint #keyboardart #DADMOVES #valorantclip,6970722054270127366,1622997705,15,{'duetFromId': '0'},"['', 'valorant', 'riotgames', 'perfectasweare', 'customkeyboard', 'comment', 'diy', 'art', 'viral', 'paint', 'keyboardart', 'dadmoves', 'valorantclip']",Tai Verdes,A-O-K,False,337600,16000,6000000,738,24300,1900000,3829,23800000,121300
Mowb,6955709247926715398,last time i use fiverr smh #valorant #gaming #valorantclips #valorantedit #foryou #twitchclips,7008234661763697925,1631731788,19,{'duetFromId': '0'},"['valorant', 'gaming', 'valorantclips', 'valorantedit', 'foryou', 'twitchclips']",Mowb,original sound,False,23700,2132,2400000,138,72500,1900000,36700,10500000,13800
FrtingGlitter,6953586951506330629,Repost just cause its still funny to me #fy #fyp #fypシ #foryou #gaming #valorant #valorantclips #foryoupage #gay ,7198580018136534314,1676050039,20,{'duetFromId': '0'},"['fy', 'fyp', 'fypシ', 'foryou', 'gaming', 'valorant', 'valorantclips', 'foryoupage', 'gay']",FrtingGlitter,original sound,False,1600000,8270,111200000,890,227400,1900000,13200,8400000,3841
zu,7041964040914519045,i <3 valorant #valorant #fyp #fypシ #tiktok,7052380047197457669,1642010187,43,{'duetFromId': '0'},"['valorant', 'fyp', 'fypシ', 'tiktok']",zu,original sound,False,108500,4312,6200000,77,65000,1800000,9753,6300000,15600
Kelv,6668800892278063109,#valorant #newyears ,7185325298223697195,1672963925,21,{'duetFromId': '0'},"['valorant', 'newyears']",Kelv,original sound,False,140900,6942,16500000,1295,119500,1800000,32200,15300000,17100
kairos,6821399767043113989,cat :D #valorant #cat,7074680445962702122,1647202402,6,{'duetFromId': '0'},"['valorant', 'cat']",👍🏻…,sonido original,False,24500,24300,2600000,60,73300,1800000,44800,13600000,16000
selina •ᴗ•,14435226,"If you can’t beat em, join em 😂 #comedy #cantonese #canto #cantonesemom #asianparents #asianmom #chinese #chinesemom #asiangirl #gaming #gamer #gamergirl #gamermom #valorant #riotgames",7102977366279851306,1653790793,43,{'duetFromId': '0'},"['comedy', 'cantonese', 'canto', 'cantonesemom', 'asianparents', 'asianmom', 'chinese', 'chinesemom', 'asiangirl', 'gaming', 'gamer', 'gamergirl', 'gamermom', 'valorant', 'riotgames']",selina •ᴗ•,original sound,False,371500,66000,17000000,825,106900,1800000,13100,7600000,8333
bilall,6954279853932086274,yeah boys don't love #fyp #fypシ #valorant #fypage ,7263806105002855686,1691236655,7,{'duetFromId': '0'},"['fyp', 'fypシ', 'valorant', 'fypage']",Elvisual,original sound - Elvisual,False,31500,40200,5000000,61,330100,3500000,210400,18700000,22900
Arcadog,7142393522841371654,I found my duo #arcadog #valorant #valorantclips #valorantgaming,7161117458860887302,1667327591,30,{'duetFromId': '0'},"['arcadog', 'valorant', 'valorantclips', 'valorantgaming']",Arcadog,original sound,False,139300,224,5400000,285,196800,1700000,8044,10600000,3948
taz 🦚,6758964116268008453,my aim must be insane or something 😳✅ #valorant #minecraft #overwatch #gaming #amongus #sus #amongussussy,6940429145285381382,1615944590,12,{'duetFromId': '0'},"['valorant', 'minecraft', 'overwatch', 'gaming', 'amongus', 'sus', 'amongussussy']",OSRSBeatz,Wii Shop Channel Trap,False,26700,82200,2100000,65,21100,1700000,8685,22300000,5628
supercatkei,6887417099142120449,She's definitely the Reyna that's been owning me in comp😩 #tiktoksg #trivia #lsf #valorant ,7227480681406909698,1682778983,38,{'duetFromId': '0'},"['tiktoksg', 'trivia', 'lsf', 'valorant']",supercatkei,original sound - supercatkei,False,237500,753,14200000,536,151000,1700000,2391,10500000,3140
Luana Isabella,128302693877661696,Meninas procede ? #gamergirl #girlgamer #fyp #viral #fy #valorant #cod  #cs #freefire,6945601287513787654,1617148822,20,{'duetFromId': '0'},"['gamergirl', 'girlgamer', 'fyp', 'viral', 'fy', 'valorant', 'cod', 'cs', 'freefire']",Leat'eq,Tokyo,False,587600,9607,12200000,678,78000,1700000,38600,8300000,46500
COUPLE POWER,120667388546621440,When u carry 😆 #gamer #game #fps @yowu.chan #yowuchan #cs #overwatch #valorant #hots #gamergirl,6934631914699558149,1614594844,14,{'duetFromId': '0'},"['', 'gamer', 'game', 'fps', 'yowuchan', 'cs', 'overwatch', 'valorant', 'hots', 'gamergirl']",kostromin,Моя голова винтом,True,4100000,13100,124900000,206,46100,1700000,18900,11300000,24800
Nathan Fang,6852508230301991941,“Thanks for the warmup” after going 27-25 rounds in Val #leagueoflegends #csgo #valorant #overwatch #toxic ~~original by @Evan ,7189446697393687854,1673923514,5,{'duetFromId': '0'},"['leagueoflegends', 'csgo', 'valorant', 'overwatch', 'toxic', '']",Evan,original sound,False,123000,1100,36700000,402,83500,1600000,29800,8800000,8998
KornKorn,7095084396718621702,Cypher trapwire #Cypher #Trapwire #Valorant #fyp,7123677297600679173,1658610374,35,{'duetFromId': '0'},"['cypher', 'trapwire', 'valorant', 'fyp']",KornKorn,original sound,False,29400,237,2200000,4,74500,1600000,4115,22100000,3529
anjay mabar,6736956629562213377,Hi Chamber. #valorant #valorantindonesia,7092452465039117594,1651340275,14,{'duetFromId': '0'},"['valorant', 'valorantindonesia']",anjay mabar,original sound - Adin Ashiddiqy,False,53500,1475,3500000,34,78000,1600000,27800,14600000,8739
Twitch | dagam3z,6825053579990483973,#fyp #foryou #gaming #setupgaming #viral #fortnite #valorant #rocketleague #callofduty,7035333065471692078,1638041127,12,{'duetFromId': '0'},"['fyp', 'foryou', 'gaming', 'setupgaming', 'viral', 'fortnite', 'valorant', 'rocketleague', 'callofduty']",景井 ひな,オリジナル楽曲 - 景井 ひな,False,392900,69200,10800000,435,22300,1600000,6304,19700000,7709
cliky,6833018401189151750,nah omen is actually so down bad lmfao 😭 #fyp #valorant #valorantmemes #cliky,7038075616364694789,1638679678,44,{'duetFromId': '0'},"['fyp', 'valorant', 'valorantmemes', 'cliky']",cliky,original sound,False,291400,12600,5800000,29,101000,1600000,22600,9400000,5056
Pablo Larnaudie,6912631591848756226,"Para los que pedís que enseñe a mi madre. No se le ve la cara, pero sí un brazo…#locutora #doblaje #valorant #madre #mireiafaura #voiceover ",7235726708798737691,1684698921,36,{'duetFromId': '0'},"['locutora', 'doblaje', 'valorant', 'madre', 'mireiafaura', 'voiceover']",Pablo Larnaudie,son original,False,135800,1138,7600000,19,126900,1600000,12000,7700000,2089
Valorant Videos,6842622751414338566,I just can't when this happens 😭 Credits TTV CaseyMeow #valorant #valorantclips #valorantgaming #valorantfunny,6927691365522394370,1612978843,14,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantgaming', 'valorantfunny']",ElyOtto,SugarCrash!,False,909800,1463,87800000,1839,52700,1600000,57300,11000000,12700
Mr Dignity,7068723168541754411,@omen_irl and I spent 80% of our time wheezing together #valorant #valorantclips #videogames,7164498842170199338,1668114883,28,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'videogames']",Mr Dignity,original sound,False,444100,10400,15600000,110,353500,1600000,42600,8500000,11400
VALORANT,6793010959797617670,"Meet Gekko now, through the 🔗 on our profile. #VALORANT ",7206737198043909422,1677949271,23,{'duetFromId': '0'},['valorant'],VALORANT,original sound,True,1500000,675,22700000,278,126000,1500000,31600,8800000,12200
lee || shower stomper,6981230010435585026,christmas eve tokyo lobby 😊😳 #fyp #valorantclips #foryoupage #valorantfunny #twitchclips #japan #valorant,7046307982409305345,1640596424,49,{'duetFromId': '0'},"['fyp', 'valorantclips', 'foryoupage', 'valorantfunny', 'twitchclips', 'japan', 'valorant']",lee || shower stomper,original sound,False,2000000,444,65300000,279,86400,1500000,18400,7600000,5210
niko ちゃん,7135031147793253378,uno reverse card >< #kabedon #vipercosplay #valorant #cosplay,7165175357551709442,1668272403,26,{'duetFromId': '0'},"['kabedon', 'vipercosplay', 'valorant', 'cosplay']",niko ちゃん,original sound - niko ちゃん,False,105200,56,2000000,48,189600,1500000,20000,17300000,9431
gee,7214016551962756102,byebye  #riotgames #gamingtiktok #csgo #siege #overwatch #valorant #gaming #valorantmemes #cod ,7237414225230974234,1685091821,6,{'duetFromId': '0'},"['riotgames', 'gamingtiktok', 'csgo', 'siege', 'overwatch', 'valorant', 'gaming', 'valorantmemes', 'cod']",gee,original sound,False,5672,4592,1900000,63,124900,1500000,17800,13600000,5701
Framerate,6617822940678193158,always a love/hate relationship 😭 [🕹️ @micawave ] #gaming #fortnite #valorant #cod #apex #fps #competitivegaming,7049442122528804101,1641333599,22,{'duetFromId': '0'},"['', 'gaming', 'fortnite', 'valorant', 'cod', 'apex', 'fps', 'competitivegaming']",Framerate,original sound,True,1400000,20100,68700000,3841,37200,1400000,7868,3300000,7387
Cierra,6843849131468604421,#valorant #fyp #gamer #girl #val #gaming #twitch #meme #foryou #fypシ #viral #comedу #xyzbca #gamergirl,7128260521538718982,1659677493,7,{'duetFromId': '0'},"['valorant', 'fyp', 'gamer', 'girl', 'val', 'gaming', 'twitch', 'meme', 'foryou', 'fypシ', 'viral', 'comedу', 'xyzbca', 'gamergirl']",Cierra,original sound,False,15500,8500,1500000,4,127900,1400000,28500,7000000,4784
Shayne Cole,6728915379215090694,What a blessing to my ears #valorant #streamer #twitch #corpsehushand,7030112269895732486,1636825565,88,{'duetFromId': '0'},"['valorant', 'streamer', 'twitch', 'corpsehushand']",Bruno Mars & Anderson .Paak & Silk Sonic,Smokin Out The Window,False,166900,56900,9400000,728,91200,1400000,20500,8300000,7576
toki,6789067029368669189,this sage’s voice is ASMR worthy 😳 #fyp #valorant ,7163312956900658478,1667838778,21,{'duetFromId': '0'},"['fyp', 'valorant']",sped up nightcore,just wanna rock (Sped Up Version),False,271400,10600,10100000,217,166800,1400000,7991,10200000,4940
lee || shower stomper,6981230010435585026,"part 3, yall been waiting for 😁😈 #foryoupage #japan #valorantclips #valorant #fyp #twitchclips #valorantfunny",7053102611368529153,1642178421,47,{'duetFromId': '0'},"['foryoupage', 'japan', 'valorantclips', 'valorant', 'fyp', 'twitchclips', 'valorantfunny']",lee || shower stomper,original sound,False,2000000,444,65300000,279,88600,1400000,19500,9900000,11100
Zanadood,6888399101080224773,"This is my magnum opus, comment your favorite game below #gamingontiktok #twitchtok #teachergamer #valorant",7026063030496546094,1635882779,15,{'duetFromId': '0'},"['gamingontiktok', 'twitchtok', 'teachergamer', 'valorant']",Zanadood,original sound,False,260500,2633,10600000,898,26300,1400000,12400,8500000,3454
lee || shower stomper,6981230010435585026,Meeting Enoki's Mum... 🤭 @enoki #valorant #valorantclips #valorantfunny #fyp #foryou #foryoupage #gaming #enoki #schrodingerlee ,7203316588068474113,1677152842,53,{'duetFromId': '0'},"['', 'valorant', 'valorantclips', 'valorantfunny', 'fyp', 'foryou', 'foryoupage', 'gaming', 'enoki', 'schrodingerlee']",lee || shower stomper,original sound,False,2000000,444,65300000,279,180900,1400000,5505,8200000,4010
Zeus🥇👑⚡,7108093641659253766,melhores formas de virar vegetariano KKKKKKKK #atitude #instagram #valorant #planta #vegetal #pessoas #sigma #vegetariano ,7187153479092210950,1673389575,9,{'duetFromId': '0'},"['atitude', 'instagram', 'valorant', 'planta', 'vegetal', 'pessoas', 'sigma', 'vegetariano']",Zeus🥇👑⚡,som original,False,18100,85,1400000,6,118000,1400000,75800,10800000,29100
Mr Dignity,7068723168541754411,He thinks my laugh is cute 😳 #valorant #valorantclips #videogames,7201549860024208682,1676741634,29,{'duetFromId': '0'},"['valorant', 'valorantclips', 'videogames']",Mr Dignity,original sound - Mr Dignity,False,444100,10400,15600000,110,247400,1400000,18000,6500000,5523
100 Thieves,6702078635493098501,Poor guy… 😭 #VALORANT #gaming #valorantclips ,7174836467577998638,1670521802,18,{'duetFromId': '0'},"['valorant', 'gaming', 'valorantclips']",100 Thieves,original sound,True,1900000,1667,79300000,2183,107900,1300000,13100,7900000,4778
Framerate,6617822940678193158,he's just betterrr [🕹️ @bruhtr0llin ] #valorant #gaming #competitivegaming,7059426219183328558,1643925600,6,{'duetFromId': '0'},"['', 'valorant', 'gaming', 'competitivegaming']",Framerate,original sound,True,1400000,20100,68700000,3841,19200,1300000,10900,5200000,5383
FrtingGlitter,6953586951506330629,Gods child #fy #fyp #fypシ #foryou #gaming #valorant #valorantclips #foryoupage ,7190077269979778346,1674070331,35,{'duetFromId': '0'},"['fy', 'fyp', 'fypシ', 'foryou', 'gaming', 'valorant', 'valorantclips', 'foryoupage']",FrtingGlitter,original sound,False,1600000,8270,111200000,890,149900,1300000,3300,7400000,2222
Overtime Gaming,144952146352807936,Should we make a Part 3? 💀 #fyp #valorant,7088864778940157227,1650504950,21,{'duetFromId': '0'},"['fyp', 'valorant']",Overtime Gaming,original sound,False,802500,9594,46400000,3020,38700,1300000,22900,11000000,4044
Mother,7072570461482468394,Anyone under 25 is a baby to me 🥹 #valorant #valorantgaming #valorantgameplay #valorantclips #fyp #twitchclips #twitchstreamer #gamermom #valorantmoments #valorantcommunity #valorantrandoms #valorantfunny ,7166985179486145838,1668693785,52,{'duetFromId': '0'},"['valorant', 'valorantgaming', 'valorantgameplay', 'valorantclips', 'fyp', 'twitchclips', 'twitchstreamer', 'gamermom', 'valorantmoments', 'valorantcommunity', 'valorantrandoms', 'valorantfunny']",Gustav Lundgren & Unit,"Monsters, Inc",False,588200,29600,18000000,583,155500,1300000,5396,8400000,4217
Mr Dignity,7068723168541754411,Curled his toes into the carpet #valorant #valorantclips #videogames,7156656609551322410,1666288974,31,{'duetFromId': '0'},"['valorant', 'valorantclips', 'videogames']",Mr Dignity,original sound,False,444100,10400,15600000,110,145000,1300000,10500,7300000,3221
møe,6989387707810546694,my friends be over reacting on valorant voice chat too much #valorant #fyp #trending #trending #valorantclips #funny #egirl ,7180943201371540779,1671943640,16,{'duetFromId': '0'},"['valorant', 'fyp', 'trending', 'trending', 'valorantclips', 'funny', 'egirl']",The King Khan & BBQ Show,Love You So,False,49400,11500,6300000,168,115100,1300000,11400,6100000,5797
Neptune,6936698561568572421,bros about to unleash his demons💀 #fyp #fyp #fyp #fyp #fyp #ishowspeed #valorant @Zodclips ,7164954192057142534,1668220900,8,{'duetFromId': '0'},"['fyp', 'fyp', 'fyp', 'fyp', 'fyp', 'ishowspeed', 'valorant', '']",Neptune,original sound,False,48500,2810,2600000,4,305700,2600000,11800,14700000,13000
Argentima,6926621306650199046,"although i reported them, i know riot isn’t going to do anything about it #valorant #gamergirl #gamingontiktok #smallstreamer #fyp",6968656988800683269,1622516897,58,{'duetFromId': '0'},"['valorant', 'gamergirl', 'gamingontiktok', 'smallstreamer', 'fyp']",Argentima,original sound,False,245400,34300,14700000,355,51100,1300000,10300,3900000,14300
theScore esports,6725489234885673990,playing online in a nutshell 😂😭 (via lilypichu / twitch) #gaming #gamer #twitch #valorant #lilypichu #twitchtv #twitchclips #twitchstreamer,6855064647200935174,1596069117,12,{'duetFromId': '0'},"['gaming', 'gamer', 'twitch', 'valorant', 'lilypichu', 'twitchtv', 'twitchclips', 'twitchstreamer']",theScore esports,original sound,True,2000000,483,122700000,3382,69400,1300000,46900,7000000,4296
Alexandria,6615631698536120325,🐕🐈🐎🐄 #fyp #foryoupage #foryou #valorant #valorantclips ,7173289022318578950,1670161506,56,{'duetFromId': '0'},"['fyp', 'foryoupage', 'foryou', 'valorant', 'valorantclips']",Alexandria,original sound,False,708400,20300,11200000,237,142700,1200000,15800,7800000,4798
Lionッ,6934706195912459269,#valorant #guardiansofthegalaxy #valorantfunny #fyp #foryou ,7229064182853897499,1683147678,6,{'duetFromId': '0'},"['valorant', 'guardiansofthegalaxy', 'valorantfunny', 'fyp', 'foryou']",Lionッ,original sound,False,6234,226,1400000,33,133900,1200000,21200,8900000,6098
Jai (⁎˃ᆺ˂),6926729711046231046,sad thing is ik riot didn’t even ban them after this 🤢 #valorant #fyp #blackgirlgamer #smallstreamer #valorantclips #twitch #blm,6938936795841285382,1615597124,59,{'duetFromId': '0'},"['valorant', 'fyp', 'blackgirlgamer', 'smallstreamer', 'valorantclips', 'twitch', 'blm']",Jai (⁎˃ᆺ˂),original sound,False,101900,3135,3000000,337,31600,1200000,9761,4300000,19400
theScore esports,6725489234885673990,xQc tries to beat TenZ on AimLab 👀👀 (via xqcow on twitch) #aimlab #twitch #xqc #valorant,7001188823312895238,1630091301,16,{'duetFromId': '0'},"['aimlab', 'twitch', 'xqc', 'valorant']",theScore esports,original sound,True,2000000,483,122700000,3382,28200,1200000,11000,10600000,3172
☦️Orthodox Christian☦️,7039369796463395845,#CapCut #csgo #valorant @PolishPatriot @milan ,7155124363052715270,1665932214,22,{'duetFromId': '0'},"['capcut', 'csgo', 'valorant', '', '']",☦️Orthodox Christian☦️,Originalton,False,16500,5906,1200000,78,202900,1200000,56000,7600000,14100
echsJayLi (XJ),6949325915026293765,valorant tokyo servers was not what we expected #valorant #valorantclips #valorantfunny #valorantfunnymoments #valorantmemes #gaming #meme #fyp #fypシ,7164995788886756654,1668230598,19,{'duetFromId': '0'},"['valorant', 'valorantclips', 'valorantfunny', 'valorantfunnymoments', 'valorantmemes', 'gaming', 'meme', 'fyp', 'fypシ']",echsJayLi (XJ),original sound,False,13700,1700,1500000,11,92800,1200000,10400,6100000,4435
selina •ᴗ•,14435226,I promise we’re a happy family 🥲 #comedy#valorant #riotgames #asian #asianparents #asianmom #cantonese #canto #cantogang #chinese #chinesemom #asiangirl #gaming #gamer #gamergirl #egirl #twitchclips #wholesome #family #EndlessJourney #MadeWithKeurigContest #relatable #chinesegirl ,7149661540763946282,1664660310,48,{'duetFromId': '0'},"['comedy', 'valorant', 'riotgames', 'asian', 'asianparents', 'asianmom', 'cantonese', 'canto', 'cantogang', 'chinese', 'chinesemom', 'asiangirl', 'gaming', 'gamer', 'gamergirl', 'egirl', 'twitchclips', 'wholesome', 'family', 'endlessjourney', 'madewithkeurigcontest', 'relatable', 'chinesegirl']",selina •ᴗ•,original sound,False,371500,66000,17000000,825,103400,1200000,4652,5500000,3011
OMEN IRL,7076723529311618050,Me and @oneesan.val basically dying.. #fyp #valorant #valorantclips #valorantfunny,7121726765092850946,1658156230,31,{'duetFromId': '0'},"['', 'fyp', 'valorant', 'valorantclips', 'valorantfunny']",OMEN IRL,original sound - OMENIRLXD,False,720200,483,30600000,410,161500,1200000,14900,7500000,3926
